Data:  2015/11/24
Czas:  2:37:4


liczba pomiarow=1167
czas probkowania=1.00
 cisn  , sila  , sila  , przem , przem , przem , przem , przem ,
11.754,1.717,1.850,-1.999,2.290,2.426,2.325,2.348,
11.567,1.702,1.736,-1.999,2.290,2.427,2.325,2.350,
12.247,1.695,1.917,-2.005,2.298,2.435,2.334,2.356,
12.294,1.728,1.757,-2.024,2.320,2.458,2.355,2.380,
12.157,1.725,1.800,-2.041,2.340,2.481,2.375,2.401,
11.532,1.705,1.753,-2.044,2.344,2.485,2.380,2.405,
11.124,1.709,1.746,-2.044,2.344,2.485,2.380,2.405,
11.603,1.708,1.842,-2.046,2.346,2.487,2.381,2.407,
12.089,1.717,1.803,-2.059,2.363,2.504,2.397,2.424,
11.947,1.690,1.767,-2.075,2.379,2.522,2.413,2.440,
11.941,1.724,1.709,-2.083,2.387,2.530,2.426,2.449,
11.396,1.683,1.833,-2.086,2.390,2.534,2.430,2.453,
11.666,1.656,2.051,-2.088,2.395,2.538,2.435,2.458,
11.793,1.667,1.724,-2.103,2.413,2.557,2.453,2.476,
11.625,1.636,1.844,-2.117,2.429,2.574,2.470,2.493,
11.627,1.662,1.613,-2.122,2.435,2.580,2.475,2.499,
11.355,1.656,1.702,-2.127,2.440,2.585,2.479,2.505,
11.473,1.647,1.719,-2.130,2.446,2.590,2.484,2.509,
11.499,1.635,1.714,-2.141,2.458,2.604,2.497,2.522,
11.550,1.663,1.584,-2.149,2.467,2.613,2.506,2.530,
11.660,1.621,1.804,-2.156,2.477,2.624,2.515,2.541,
11.548,1.627,1.628,-2.167,2.489,2.637,2.527,2.554,
11.446,1.611,1.630,-2.177,2.500,2.649,2.538,2.566,
11.212,1.628,1.677,-2.185,2.509,2.659,2.548,2.575,
10.993,1.637,1.810,-2.186,2.509,2.659,2.549,2.575,
11.044,1.652,1.700,-2.186,2.509,2.660,2.549,2.575,
11.588,1.576,1.642,-2.194,2.519,2.669,2.558,2.584,
11.722,1.602,1.545,-2.212,2.542,2.693,2.580,2.608,
11.316,1.639,1.711,-2.222,2.554,2.706,2.592,2.620,
11.156,1.641,1.589,-2.227,2.558,2.711,2.597,2.626,
11.120,1.588,1.537,-2.229,2.562,2.713,2.600,2.628,
11.494,1.596,1.887,-2.237,2.573,2.725,2.611,2.638,
11.200,1.601,1.646,-2.253,2.592,2.744,2.629,2.657,
11.073,1.620,1.654,-2.260,2.598,2.752,2.635,2.664,
11.158,1.608,1.689,-2.263,2.603,2.756,2.639,2.668,
11.067,1.630,1.761,-2.272,2.614,2.768,2.650,2.680,
11.144,1.571,1.521,-2.281,2.626,2.780,2.661,2.691,
10.792,1.568,1.668,-2.284,2.628,2.783,2.663,2.693,
10.765,1.552,1.729,-2.284,2.628,2.783,2.663,2.694,
11.093,1.548,1.448,-2.291,2.638,2.793,2.673,2.702,
11.262,1.572,1.842,-2.312,2.663,2.818,2.701,2.726,
10.922,1.594,1.994,-2.326,2.680,2.836,2.722,2.744,
10.382,1.537,1.645,-2.327,2.681,2.837,2.723,2.744,
10.162,1.581,1.614,-2.327,2.681,2.837,2.723,2.745,
10.630,1.552,1.743,-2.329,2.683,2.839,2.724,2.746,
11.093,1.540,1.624,-2.344,2.703,2.858,2.743,2.765,
10.655,1.544,1.683,-2.362,2.724,2.881,2.764,2.786,
10.553,1.576,1.546,-2.368,2.732,2.888,2.772,2.794,
10.391,1.529,1.728,-2.369,2.733,2.888,2.772,2.794,
10.694,1.534,1.757,-2.371,2.735,2.891,2.775,2.797,
10.888,1.536,1.267,-2.385,2.753,2.909,2.792,2.816,
10.788,1.519,1.754,-2.401,2.772,2.929,2.810,2.835,
10.587,1.532,1.609,-2.406,2.777,2.935,2.816,2.841,
10.648,1.520,1.514,-2.412,2.785,2.943,2.823,2.848,
10.762,1.489,1.813,-2.423,2.798,2.956,2.834,2.861,
10.334,1.504,1.746,-2.429,2.804,2.964,2.841,2.868,
9.970,1.522,1.551,-2.429,2.804,2.964,2.841,2.868,
10.439,1.517,1.729,-2.430,2.806,2.965,2.843,2.870,
10.755,1.541,1.790,-2.443,2.823,2.982,2.859,2.885,
10.531,1.509,1.538,-2.463,2.848,3.009,2.884,2.910,
10.462,1.529,1.792,-2.472,2.858,3.019,2.893,2.920,
10.043,1.501,1.739,-2.473,2.858,3.020,2.893,2.921,
10.284,1.510,1.629,-2.473,2.858,3.020,2.893,2.922,
10.509,1.465,1.548,-2.483,2.871,3.033,2.906,2.932,
10.556,1.487,1.232,-2.501,2.891,3.055,2.927,2.953,
10.293,1.484,1.284,-2.508,2.900,3.064,2.935,2.962,
10.159,1.503,1.365,-2.513,2.905,3.069,2.941,2.969,
10.193,1.473,1.669,-2.514,2.907,3.071,2.942,2.970,
10.258,1.456,1.888,-2.524,2.919,3.084,2.956,2.983,
10.626,1.461,1.192,-2.541,2.941,3.105,2.976,3.004,
10.361,1.473,1.576,-2.548,2.948,3.113,2.983,3.012,
9.887,1.466,1.532,-2.553,2.954,3.120,2.989,3.018,
10.103,1.443,1.747,-2.557,2.959,3.125,2.993,3.023,
10.193,1.450,1.896,-2.566,2.971,3.137,3.004,3.034,
10.129,1.456,1.524,-2.573,2.979,3.146,3.012,3.042,
10.189,1.428,1.521,-2.579,2.985,3.152,3.018,3.047,
10.285,1.432,1.379,-2.589,2.998,3.166,3.031,3.062,
10.151,1.441,1.528,-2.603,3.015,3.183,3.047,3.076,
9.908,1.412,1.645,-2.613,3.027,3.195,3.058,3.089,
9.273,1.450,1.681,-2.615,3.028,3.196,3.059,3.090,
9.296,1.437,1.649,-2.614,3.027,3.196,3.059,3.091,
9.969,1.408,1.439,-2.615,3.029,3.198,3.060,3.091,
10.270,1.401,1.568,-2.630,3.048,3.216,3.079,3.109,
10.276,1.443,1.583,-2.649,3.071,3.239,3.101,3.130,
9.768,1.414,1.586,-2.657,3.080,3.250,3.110,3.141,
9.774,1.416,1.454,-2.658,3.081,3.251,3.111,3.141,
9.843,1.450,1.534,-2.662,3.087,3.255,3.116,3.145,
10.218,1.420,1.571,-2.678,3.107,3.276,3.142,3.164,
9.937,1.427,1.556,-2.690,3.120,3.290,3.156,3.179,
10.077,1.370,1.427,-2.694,3.124,3.294,3.160,3.184,
9.789,1.407,1.647,-2.701,3.133,3.303,3.169,3.192,
9.825,1.376,1.454,-2.710,3.145,3.316,3.181,3.205,
9.395,1.374,1.498,-2.715,3.151,3.322,3.186,3.211,
9.102,1.374,1.662,-2.715,3.151,3.322,3.186,3.211,
9.652,1.369,1.446,-2.717,3.154,3.325,3.189,3.214,
9.972,1.356,1.462,-2.734,3.174,3.345,3.209,3.233,
9.711,1.387,1.609,-2.749,3.191,3.363,3.226,3.250,
9.753,1.375,1.568,-2.754,3.198,3.369,3.231,3.256,
9.593,1.316,1.538,-2.759,3.203,3.374,3.237,3.260,
9.756,1.341,1.581,-2.765,3.211,3.382,3.244,3.268,
9.484,1.361,1.373,-2.780,3.230,3.402,3.264,3.287,
9.643,1.345,1.480,-2.789,3.240,3.412,3.276,3.298,
9.379,1.352,1.535,-2.790,3.240,3.412,3.277,3.298,
9.195,1.342,1.545,-2.791,3.241,3.414,3.278,3.299,
9.560,1.312,1.264,-2.804,3.258,3.431,3.294,3.315,
9.510,1.351,1.570,-2.819,3.276,3.450,3.313,3.335,
9.533,1.329,1.558,-2.822,3.280,3.453,3.315,3.338,
9.498,1.339,1.513,-2.827,3.287,3.460,3.323,3.344,
9.531,1.334,1.260,-2.837,3.300,3.474,3.335,3.357,
9.460,1.305,1.398,-2.854,3.318,3.493,3.353,3.375,
9.175,1.329,1.302,-2.861,3.328,3.503,3.362,3.385,
8.704,1.284,1.323,-2.862,3.328,3.503,3.362,3.386,
8.844,1.305,1.513,-2.862,3.328,3.503,3.362,3.385,
9.440,1.285,1.206,-2.866,3.334,3.509,3.368,3.391,
9.585,1.282,1.300,-2.887,3.359,3.535,3.392,3.415,
9.216,1.294,1.441,-2.900,3.374,3.550,3.406,3.430,
9.136,1.281,1.722,-2.904,3.378,3.555,3.411,3.437,
8.908,1.263,1.485,-2.904,3.378,3.555,3.411,3.436,
9.345,1.256,1.472,-2.909,3.385,3.563,3.417,3.443,
9.290,1.280,1.484,-2.927,3.408,3.586,3.440,3.464,
9.345,1.262,1.591,-2.940,3.422,3.602,3.453,3.479,
8.891,1.286,1.541,-2.945,3.428,3.608,3.460,3.485,
8.973,1.276,1.392,-2.946,3.428,3.609,3.460,3.486,
9.202,1.236,1.070,-2.948,3.431,3.611,3.462,3.487,
9.202,1.224,1.631,-2.964,3.453,3.633,3.485,3.510,
8.745,1.200,1.181,-2.979,3.472,3.652,3.507,3.529,
8.891,1.235,1.469,-2.984,3.477,3.657,3.512,3.535,
8.781,1.242,1.388,-2.993,3.487,3.667,3.521,3.544,
8.817,1.203,1.375,-3.003,3.500,3.680,3.534,3.558,
8.433,1.188,1.336,-3.008,3.505,3.686,3.540,3.564,
8.223,1.193,1.529,-3.008,3.505,3.686,3.540,3.565,
8.626,1.215,1.588,-3.011,3.509,3.690,3.543,3.567,
8.887,1.222,1.280,-3.026,3.529,3.710,3.562,3.586,
8.805,1.182,1.343,-3.040,3.545,3.727,3.578,3.603,
8.638,1.192,1.288,-3.046,3.553,3.735,3.586,3.611,
8.482,1.189,1.482,-3.049,3.556,3.738,3.589,3.614,
8.556,1.201,1.325,-3.053,3.562,3.744,3.595,3.620,
8.758,1.150,1.294,-3.068,3.581,3.764,3.613,3.639,
8.401,1.196,1.421,-3.080,3.594,3.778,3.626,3.652,
8.490,1.193,1.203,-3.081,3.595,3.781,3.627,3.654,
8.451,1.161,1.572,-3.087,3.603,3.787,3.634,3.660,
8.555,1.190,1.244,-3.099,3.617,3.802,3.648,3.675,
8.386,1.153,1.316,-3.108,3.629,3.813,3.659,3.686,
8.279,1.144,1.430,-3.109,3.629,3.813,3.659,3.688,
8.393,1.181,1.399,-3.112,3.634,3.819,3.663,3.692,
8.525,1.182,1.345,-3.128,3.653,3.838,3.682,3.709,
8.428,1.134,1.105,-3.148,3.676,3.863,3.705,3.732,
7.895,1.141,1.374,-3.152,3.680,3.868,3.710,3.737,
7.403,1.113,1.160,-3.152,3.680,3.868,3.710,3.737,
7.461,1.162,1.436,-3.152,3.680,3.868,3.710,3.737,
8.260,1.171,1.472,-3.155,3.685,3.873,3.714,3.741,
8.771,1.123,1.359,-3.175,3.709,3.896,3.737,3.763,
8.460,1.137,1.371,-3.190,3.727,3.914,3.753,3.781,
8.147,1.133,1.537,-3.195,3.732,3.920,3.759,3.787,
8.236,1.128,1.237,-3.196,3.733,3.922,3.759,3.788,
8.562,1.136,1.091,-3.206,3.747,3.937,3.773,3.802,
8.256,1.151,1.435,-3.220,3.765,3.957,3.791,3.820,
8.054,1.150,1.359,-3.225,3.770,3.962,3.795,3.824,
8.211,1.120,1.428,-3.225,3.770,3.963,3.795,3.825,
8.455,1.111,1.505,-3.235,3.784,3.975,3.808,3.837,
8.132,1.130,1.418,-3.250,3.801,3.994,3.826,3.853,
7.778,1.121,1.374,-3.255,3.805,3.999,3.829,3.857,
8.012,1.136,1.323,-3.255,3.805,3.999,3.829,3.858,
8.158,1.118,1.349,-3.263,3.816,4.010,3.840,3.867,
8.366,1.107,1.336,-3.280,3.837,4.032,3.860,3.887,
8.300,1.132,1.279,-3.294,3.853,4.049,3.875,3.904,
7.560,1.103,1.296,-3.296,3.854,4.051,3.877,3.905,
7.474,1.093,1.249,-3.296,3.854,4.051,3.877,3.905,
8.024,1.110,1.308,-3.297,3.856,4.053,3.879,3.907,
8.064,1.104,1.497,-3.312,3.876,4.073,3.898,3.926,
8.273,1.089,1.530,-3.329,3.895,4.094,3.916,3.946,
7.947,1.078,1.386,-3.336,3.904,4.103,3.924,3.954,
7.836,1.073,1.591,-3.336,3.904,4.103,3.925,3.955,
7.919,1.072,1.100,-3.338,3.906,4.105,3.927,3.957,
8.402,1.069,1.129,-3.352,3.924,4.123,3.944,3.974,
8.082,1.091,1.109,-3.367,3.942,4.142,3.961,3.992,
7.980,1.096,1.346,-3.370,3.945,4.145,3.964,3.995,
8.025,1.112,1.327,-3.375,3.951,4.152,3.972,4.002,
8.220,1.070,1.459,-3.385,3.963,4.165,3.983,4.013,
7.910,1.050,1.487,-3.394,3.972,4.179,3.992,4.023,
8.054,1.106,1.120,-3.395,3.972,4.180,3.992,4.024,
8.055,1.055,1.328,-3.398,3.979,4.185,3.998,4.028,
8.138,1.087,1.220,-3.413,3.998,4.203,4.016,4.045,
8.167,1.094,1.463,-3.431,4.019,4.226,4.036,4.065,
7.820,1.096,1.232,-3.436,4.025,4.233,4.042,4.073,
7.535,1.086,1.505,-3.437,4.025,4.233,4.042,4.072,
7.651,1.079,1.311,-3.437,4.025,4.233,4.042,4.073,
8.015,1.055,1.397,-3.444,4.035,4.244,4.051,4.082,
8.212,1.065,1.371,-3.463,4.058,4.268,4.073,4.105,
7.986,1.066,1.479,-3.473,4.069,4.279,4.090,4.116,
7.705,1.051,1.564,-3.478,4.074,4.285,4.097,4.122,
8.022,1.044,1.240,-3.481,4.079,4.288,4.101,4.125,
7.972,1.048,1.233,-3.492,4.091,4.302,4.114,4.138,
7.904,1.018,1.190,-3.507,4.109,4.322,4.132,4.156,
7.452,1.074,1.204,-3.511,4.113,4.327,4.136,4.162,
7.935,1.070,1.188,-3.514,4.118,4.331,4.141,4.165,
7.891,1.094,1.192,-3.524,4.131,4.345,4.153,4.177,
7.821,1.031,1.296,-3.535,4.143,4.357,4.166,4.190,
7.334,1.043,1.404,-3.537,4.144,4.359,4.168,4.192,
7.524,1.021,1.362,-3.537,4.144,4.360,4.168,4.193,
7.841,1.047,1.313,-3.546,4.157,4.373,4.181,4.204,
8.099,1.024,1.256,-3.565,4.179,4.397,4.202,4.226,
7.577,1.035,1.412,-3.579,4.195,4.414,4.219,4.242,
6.889,0.996,1.260,-3.580,4.195,4.415,4.219,4.244,
6.785,1.024,1.347,-3.579,4.195,4.415,4.219,4.243,
7.636,1.073,1.377,-3.582,4.199,4.419,4.223,4.247,
7.852,1.011,1.220,-3.600,4.220,4.440,4.243,4.267,
7.763,1.014,1.213,-3.615,4.236,4.457,4.258,4.283,
7.476,1.022,1.421,-3.621,4.244,4.466,4.267,4.291,
7.311,1.034,1.220,-3.623,4.245,4.468,4.268,4.293,
7.669,1.015,1.336,-3.628,4.254,4.475,4.275,4.299,
7.778,0.992,1.274,-3.644,4.274,4.497,4.298,4.320,
7.468,0.996,0.998,-3.654,4.285,4.509,4.310,4.331,
7.263,1.021,1.271,-3.655,4.286,4.510,4.311,4.333,
7.565,1.006,1.356,-3.661,4.293,4.517,4.320,4.339,
7.624,0.993,1.165,-3.674,4.309,4.534,4.338,4.356,
7.171,0.980,1.268,-3.682,4.318,4.543,4.347,4.365,
7.103,0.965,1.253,-3.683,4.319,4.543,4.347,4.366,
7.666,0.995,1.198,-3.686,4.323,4.548,4.351,4.369,
7.737,0.983,1.403,-3.700,4.340,4.566,4.368,4.386,
7.557,0.938,1.264,-3.719,4.361,4.589,4.389,4.409,
7.097,0.967,1.245,-3.725,4.370,4.597,4.405,4.415,
6.871,0.987,1.423,-3.726,4.370,4.598,4.405,4.415,
7.100,0.979,1.467,-3.726,4.370,4.598,4.405,4.415,
7.455,0.961,1.266,-3.734,4.380,4.610,4.415,4.426,
7.397,0.979,1.147,-3.753,4.404,4.634,4.437,4.450,
7.348,0.956,1.312,-3.762,4.413,4.644,4.446,4.460,
6.939,0.957,1.277,-3.766,4.418,4.648,4.451,4.464,
7.176,0.941,1.005,-3.766,4.418,4.649,4.451,4.466,
7.313,0.920,0.891,-3.778,4.433,4.664,4.466,4.479,
7.194,0.928,1.306,-3.796,4.454,4.688,4.486,4.502,
7.082,0.952,1.137,-3.801,4.459,4.694,4.491,4.508,
7.328,0.959,1.182,-3.804,4.464,4.698,4.496,4.512,
7.100,0.947,1.237,-3.811,4.473,4.707,4.504,4.523,
7.007,0.939,1.108,-3.822,4.485,4.721,4.517,4.538,
6.985,0.949,1.184,-3.825,4.488,4.724,4.519,4.542,
7.246,0.928,1.144,-3.828,4.492,4.727,4.524,4.546,
7.295,0.901,1.114,-3.840,4.506,4.742,4.537,4.562,
7.257,0.937,1.197,-3.857,4.526,4.765,4.559,4.583,
6.951,0.944,1.282,-3.867,4.538,4.779,4.571,4.596,
6.570,0.879,1.192,-3.868,4.538,4.780,4.571,4.597,
6.593,0.928,0.995,-3.868,4.538,4.780,4.571,4.597,
6.918,0.904,1.319,-3.871,4.541,4.783,4.574,4.599,
7.053,0.910,0.996,-3.888,4.563,4.805,4.595,4.620,
7.031,0.910,1.312,-3.904,4.581,4.824,4.613,4.639,
7.038,0.895,1.152,-3.911,4.589,4.833,4.621,4.648,
6.746,0.899,1.028,-3.913,4.590,4.837,4.621,4.648,
7.070,0.875,1.091,-3.917,4.599,4.845,4.630,4.655,
6.937,0.939,1.182,-3.927,4.610,4.857,4.640,4.667,
6.973,0.928,0.938,-3.934,4.616,4.865,4.649,4.675,
6.893,0.896,1.155,-3.945,4.630,4.879,4.663,4.688,
7.200,0.872,1.286,-3.956,4.643,4.893,4.676,4.700,
6.851,0.911,1.199,-3.966,4.655,4.906,4.689,4.713,
6.377,0.880,1.309,-3.968,4.657,4.908,4.691,4.715,
6.254,0.901,1.363,-3.968,4.657,4.908,4.691,4.715,
6.838,0.916,1.243,-3.970,4.660,4.911,4.694,4.717,
7.112,0.883,1.182,-3.983,4.678,4.928,4.711,4.736,
7.034,0.875,1.186,-4.002,4.698,4.951,4.730,4.756,
6.758,0.920,1.003,-4.010,4.708,4.962,4.740,4.765,
6.755,0.873,1.288,-4.012,4.709,4.964,4.742,4.767,
6.875,0.867,1.376,-4.016,4.714,4.969,4.747,4.773,
6.952,0.868,1.222,-4.032,4.736,4.989,4.766,4.792,
6.673,0.865,1.355,-4.042,4.748,5.002,4.778,4.804,
6.649,0.866,1.405,-4.043,4.749,5.003,4.783,4.805,
6.993,0.858,1.499,-4.046,4.754,5.008,4.787,4.809,
6.921,0.823,1.028,-4.059,4.770,5.024,4.803,4.825,
6.616,0.822,0.831,-4.070,4.782,5.040,4.814,4.838,
6.355,0.854,1.262,-4.071,4.783,5.041,4.815,4.839,
6.797,0.861,1.294,-4.074,4.787,5.045,4.819,4.842,
6.809,0.837,1.179,-4.087,4.803,5.061,4.835,4.859,
6.939,0.844,1.049,-4.105,4.825,5.083,4.856,4.880,
6.401,0.841,1.141,-4.113,4.835,5.093,4.864,4.890,
5.990,0.840,1.137,-4.114,4.835,5.094,4.866,4.890,
6.226,0.823,1.174,-4.114,4.835,5.094,4.866,4.890,
6.736,0.838,1.120,-4.121,4.845,5.106,4.875,4.898,
6.691,0.849,1.163,-4.140,4.868,5.129,4.897,4.921,
6.589,0.806,1.116,-4.147,4.876,5.139,4.905,4.929,
6.318,0.840,0.981,-4.152,4.882,5.147,4.911,4.936,
6.347,0.830,1.121,-4.154,4.885,5.151,4.914,4.938,
6.583,0.853,1.032,-4.165,4.898,5.165,4.928,4.952,
6.512,0.826,1.064,-4.182,4.917,5.186,4.946,4.970,
6.127,0.816,1.036,-4.187,4.923,5.193,4.951,4.977,
6.168,0.830,1.234,-4.188,4.924,5.194,4.952,4.978,
6.512,0.803,1.091,-4.195,4.935,5.205,4.964,4.988,
6.516,0.802,1.287,-4.208,4.951,5.221,4.978,5.003,
6.171,0.812,1.187,-4.213,4.955,5.227,4.983,5.009,
6.192,0.806,1.024,-4.216,4.959,5.232,4.988,5.012,
6.341,0.803,1.347,-4.225,4.970,5.248,4.998,5.024,
6.347,0.793,1.237,-4.240,4.987,5.269,5.015,5.040,
6.261,0.777,1.055,-4.252,5.002,5.286,5.034,5.056,
5.679,0.791,1.060,-4.253,5.004,5.287,5.038,5.057,
5.818,0.780,1.256,-4.253,5.004,5.287,5.038,5.057,
6.293,0.769,1.131,-4.255,5.006,5.290,5.040,5.060,
6.442,0.757,1.037,-4.270,5.026,5.309,5.058,5.078,
6.258,0.799,0.993,-4.288,5.046,5.331,5.078,5.099,
6.047,0.759,1.031,-4.295,5.056,5.341,5.087,5.108,
6.059,0.770,1.198,-4.297,5.058,5.343,5.088,5.109,
6.353,0.765,1.228,-4.300,5.063,5.348,5.094,5.114,
6.527,0.777,1.077,-4.314,5.080,5.366,5.110,5.132,
6.149,0.760,1.058,-4.326,5.094,5.383,5.124,5.146,
6.104,0.764,0.886,-4.329,5.098,5.387,5.128,5.150,
6.220,0.782,1.299,-4.334,5.105,5.394,5.134,5.155,
6.051,0.754,1.157,-4.342,5.115,5.404,5.144,5.165,
6.003,0.763,1.094,-4.351,5.126,5.416,5.155,5.177,
6.149,0.766,1.112,-4.352,5.126,5.417,5.155,5.177,
6.219,0.763,0.997,-4.357,5.135,5.425,5.163,5.185,
6.157,0.729,1.143,-4.373,5.153,5.443,5.180,5.202,
6.119,0.739,1.008,-4.388,5.173,5.464,5.199,5.222,
5.495,0.751,1.094,-4.392,5.178,5.469,5.204,5.226,
5.267,0.748,1.044,-4.392,5.178,5.470,5.204,5.226,
5.673,0.748,1.014,-4.392,5.178,5.470,5.204,5.226,
6.210,0.761,0.852,-4.398,5.186,5.479,5.211,5.235,
6.240,0.724,1.162,-4.419,5.211,5.505,5.235,5.260,
5.873,0.751,0.963,-4.431,5.225,5.521,5.248,5.275,
5.866,0.777,1.227,-4.434,5.229,5.526,5.252,5.278,
5.925,0.783,1.189,-4.436,5.230,5.528,5.253,5.280,
6.106,0.740,0.986,-4.446,5.245,5.541,5.267,5.293,
6.077,0.710,0.645,-4.462,5.264,5.561,5.285,5.312,
5.845,0.721,1.102,-4.467,5.269,5.569,5.290,5.317,
5.629,0.738,0.950,-4.471,5.274,5.573,5.295,5.321,
5.891,0.739,1.079,-4.480,5.285,5.584,5.305,5.331,
6.023,0.733,0.970,-4.490,5.298,5.598,5.318,5.345,
5.695,0.729,1.087,-4.492,5.301,5.601,5.320,5.347,
5.487,0.721,1.110,-4.493,5.301,5.602,5.320,5.347,
5.984,0.708,1.148,-4.500,5.313,5.613,5.332,5.358,
5.950,0.746,0.923,-4.519,5.336,5.639,5.354,5.381,
5.658,0.727,1.002,-4.532,5.350,5.655,5.371,5.395,
5.098,0.698,1.269,-4.532,5.351,5.655,5.375,5.396,
5.135,0.730,1.013,-4.532,5.351,5.655,5.375,5.396,
5.578,0.758,0.757,-4.534,5.352,5.657,5.376,5.398,
5.984,0.740,1.184,-4.548,5.371,5.677,5.394,5.416,
5.946,0.743,1.116,-4.568,5.394,5.702,5.417,5.440,
5.692,0.704,0.999,-4.575,5.402,5.711,5.424,5.449,
5.499,0.716,0.754,-4.576,5.403,5.712,5.425,5.448,
5.661,0.699,0.862,-4.579,5.407,5.716,5.429,5.453,
5.867,0.665,0.948,-4.594,5.426,5.737,5.448,5.472,
5.882,0.696,1.015,-4.606,5.441,5.752,5.462,5.486,
5.819,0.720,1.154,-4.608,5.444,5.756,5.465,5.489,
5.849,0.687,0.741,-4.614,5.452,5.763,5.474,5.495,
5.798,0.690,0.905,-4.624,5.464,5.776,5.485,5.507,
5.345,0.723,1.150,-4.632,5.472,5.787,5.494,5.518,
5.739,0.721,1.179,-4.634,5.475,5.790,5.497,5.520,
5.987,0.697,1.324,-4.640,5.483,5.797,5.504,5.527,
5.911,0.693,0.978,-4.653,5.499,5.819,5.519,5.543,
5.961,0.668,1.173,-4.669,5.518,5.869,5.538,5.561,
5.178,0.733,1.181,-4.673,5.523,5.875,5.548,5.567,
5.184,0.707,1.218,-4.673,5.523,5.875,5.550,5.567,
5.480,0.675,1.190,-4.674,5.523,5.876,5.550,5.568,
6.006,0.659,0.872,-4.683,5.535,5.887,5.558,5.579,
5.866,0.721,0.915,-4.701,5.558,5.911,5.580,5.602,
5.827,0.680,1.019,-4.710,5.569,5.923,5.590,5.613,
5.330,0.686,1.034,-4.713,5.573,5.926,5.594,5.617,
5.630,0.671,1.039,-4.714,5.573,5.927,5.594,5.618,
5.747,0.695,0.963,-4.721,5.584,5.938,5.606,5.628,
5.724,0.704,1.049,-4.740,5.607,5.961,5.627,5.651,
5.700,0.708,1.035,-4.750,5.618,5.972,5.638,5.662,
5.301,0.679,1.112,-4.755,5.625,5.979,5.646,5.669,
5.451,0.683,1.168,-4.755,5.626,5.979,5.648,5.668,
5.830,0.670,1.067,-4.760,5.631,5.986,5.653,5.674,
5.716,0.703,0.854,-4.772,5.646,6.001,5.666,5.689,
5.593,0.656,0.996,-4.782,5.657,6.013,5.678,5.701,
5.584,0.684,1.036,-4.792,5.668,6.025,5.690,5.713,
5.807,0.694,1.020,-4.799,5.678,6.035,5.698,5.721,
5.768,0.677,0.880,-4.808,5.691,6.047,5.711,5.734,
5.378,0.664,1.147,-4.812,5.696,6.053,5.715,5.740,
5.246,0.653,1.029,-4.814,5.697,6.054,5.716,5.741,
5.493,0.660,1.143,-4.822,5.708,6.065,5.729,5.752,
5.695,0.674,1.153,-4.836,5.724,6.081,5.744,5.766,
5.397,0.654,0.864,-4.842,5.730,6.088,5.750,5.774,
5.434,0.695,1.116,-4.844,5.733,6.091,5.754,5.777,
5.683,0.651,1.173,-4.852,5.745,6.103,5.764,5.787,
5.484,0.640,1.072,-4.867,5.764,6.122,5.782,5.806,
5.516,0.674,1.182,-4.880,5.778,6.136,5.796,5.820,
4.799,0.647,1.090,-4.881,5.778,6.137,5.796,5.821,
4.574,0.637,0.844,-4.881,5.778,6.137,5.796,5.821,
4.932,0.659,1.278,-4.881,5.778,6.137,5.796,5.821,
5.563,0.655,1.115,-4.891,5.792,6.150,5.809,5.835,
5.713,0.663,1.073,-4.912,5.818,6.177,5.833,5.861,
5.477,0.607,1.079,-4.923,5.831,6.190,5.846,5.873,
5.268,0.631,0.878,-4.926,5.835,6.194,5.855,5.877,
5.407,0.624,1.080,-4.932,5.842,6.201,5.859,5.884,
5.350,0.629,1.038,-4.943,5.857,6.216,5.873,5.898,
5.125,0.653,1.168,-4.951,5.866,6.227,5.882,5.908,
5.078,0.628,1.089,-4.952,5.867,6.228,5.882,5.909,
5.202,0.592,0.778,-4.954,5.870,6.231,5.885,5.911,
5.455,0.654,0.867,-4.967,5.886,6.247,5.902,5.927,
5.250,0.618,0.787,-4.982,5.905,6.267,5.918,5.945,
5.276,0.639,0.836,-4.987,5.910,6.273,5.924,5.951,
5.140,0.625,1.229,-4.992,5.916,6.280,5.929,5.957,
5.049,0.619,0.972,-4.996,5.922,6.286,5.935,5.963,
5.071,0.606,1.091,-5.008,5.937,6.301,5.948,5.977,
5.033,0.584,0.875,-5.013,5.944,6.308,5.956,5.984,
4.825,0.620,1.285,-5.020,5.953,6.317,5.963,5.992,
5.187,0.614,1.106,-5.026,5.960,6.325,5.971,6.000,
5.289,0.595,1.013,-5.040,5.977,6.342,5.987,6.015,
4.939,0.582,0.904,-5.051,5.991,6.355,5.999,6.028,
4.336,0.632,1.121,-5.053,5.992,6.357,6.000,6.029,
4.577,0.625,1.129,-5.055,5.995,6.361,6.005,6.033,
4.829,0.600,1.209,-5.064,6.008,6.373,6.016,6.045,
5.025,0.619,1.101,-5.077,6.024,6.389,6.031,6.060,
4.888,0.590,1.090,-5.081,6.028,6.395,6.036,6.066,
4.852,0.612,1.046,-5.086,6.034,6.402,6.042,6.072,
4.926,0.581,0.506,-5.094,6.044,6.411,6.052,6.082,
5.046,0.587,0.883,-5.106,6.060,6.427,6.066,6.096,
4.728,0.591,0.997,-5.117,6.074,6.441,6.079,6.109,
4.558,0.577,1.118,-5.119,6.076,6.443,6.080,6.111,
4.435,0.596,0.849,-5.120,6.076,6.444,6.080,6.112,
4.547,0.573,1.002,-5.126,6.086,6.453,6.091,6.121,
4.915,0.567,0.939,-5.140,6.105,6.472,6.108,6.139,
