Data:  2015/11/24
Czas:  2:19:42


liczba pomiarow=1166
czas probkowania=1.00
 cisn  , sila  , sila  , przem , przem , przem , przem , przem ,
11.239,2.350,2.557,-2.009,2.349,2.378,2.280,2.311,
10.554,2.329,2.355,-2.015,2.353,2.381,2.284,2.315,
10.749,2.354,2.557,-2.015,2.353,2.382,2.284,2.316,
10.995,2.320,2.360,-2.023,2.365,2.394,2.296,2.328,
11.446,2.345,2.219,-2.041,2.388,2.417,2.317,2.349,
10.910,2.322,2.279,-2.056,2.404,2.433,2.332,2.365,
10.062,2.297,2.131,-2.058,2.406,2.435,2.334,2.367,
9.655,2.278,2.244,-2.057,2.406,2.435,2.334,2.365,
10.909,2.293,2.372,-2.059,2.410,2.439,2.338,2.372,
10.922,2.276,2.302,-2.076,2.431,2.459,2.358,2.390,
10.788,2.302,2.266,-2.088,2.448,2.476,2.374,2.408,
10.400,2.318,2.251,-2.098,2.457,2.485,2.384,2.416,
10.144,2.259,2.286,-2.099,2.458,2.486,2.385,2.418,
10.476,2.271,2.331,-2.103,2.463,2.491,2.390,2.421,
10.986,2.270,2.305,-2.116,2.482,2.510,2.408,2.440,
10.678,2.302,2.136,-2.129,2.497,2.524,2.422,2.454,
10.634,2.222,2.115,-2.135,2.504,2.532,2.430,2.461,
10.003,2.239,2.312,-2.138,2.508,2.537,2.433,2.466,
10.362,2.234,2.305,-2.143,2.513,2.542,2.438,2.471,
10.533,2.222,2.343,-2.154,2.527,2.555,2.451,2.485,
10.242,2.283,2.010,-2.160,2.536,2.564,2.459,2.492,
10.474,2.221,2.326,-2.171,2.548,2.577,2.471,2.505,
10.415,2.216,2.254,-2.181,2.561,2.590,2.483,2.518,
10.313,2.197,1.860,-2.192,2.575,2.603,2.495,2.531,
9.554,2.194,2.276,-2.197,2.581,2.609,2.502,2.536,
9.478,2.222,2.248,-2.197,2.581,2.609,2.502,2.537,
9.765,2.193,2.366,-2.198,2.581,2.610,2.502,2.537,
10.319,2.222,2.280,-2.204,2.591,2.619,2.511,2.546,
10.323,2.225,2.535,-2.226,2.616,2.644,2.534,2.572,
10.367,2.176,2.122,-2.238,2.629,2.658,2.547,2.585,
9.759,2.211,2.391,-2.241,2.632,2.661,2.550,2.587,
9.947,2.213,2.050,-2.242,2.634,2.663,2.551,2.590,
10.133,2.168,2.094,-2.253,2.648,2.677,2.564,2.602,
10.260,2.202,2.450,-2.268,2.669,2.697,2.585,2.623,
9.947,2.201,2.224,-2.274,2.674,2.703,2.591,2.629,
10.008,2.185,2.229,-2.278,2.681,2.709,2.597,2.636,
9.839,2.164,1.950,-2.289,2.693,2.723,2.609,2.648,
9.726,2.149,2.126,-2.298,2.703,2.732,2.618,2.656,
9.051,2.145,2.202,-2.299,2.704,2.733,2.619,2.658,
9.271,2.099,2.292,-2.298,2.704,2.734,2.619,2.658,
9.863,2.139,2.152,-2.307,2.716,2.744,2.629,2.669,
9.981,2.178,2.291,-2.327,2.740,2.769,2.651,2.694,
9.542,2.152,1.986,-2.335,2.749,2.778,2.659,2.701,
9.406,2.147,2.025,-2.340,2.755,2.784,2.666,2.708,
9.383,2.087,2.062,-2.341,2.757,2.787,2.667,2.709,
9.815,2.094,1.960,-2.352,2.772,2.801,2.681,2.724,
9.599,2.147,1.995,-2.369,2.792,2.821,2.700,2.745,
9.164,2.109,2.336,-2.374,2.797,2.827,2.704,2.749,
8.970,2.133,1.957,-2.374,2.798,2.827,2.704,2.749,
9.557,2.086,2.079,-2.382,2.808,2.838,2.714,2.761,
9.517,2.102,2.195,-2.396,2.826,2.855,2.732,2.779,
9.003,2.077,2.345,-2.401,2.831,2.860,2.738,2.781,
9.128,2.061,2.038,-2.401,2.831,2.860,2.738,2.782,
9.252,2.069,1.925,-2.409,2.841,2.871,2.748,2.793,
9.628,2.085,2.073,-2.427,2.864,2.893,2.769,2.815,
9.124,2.052,2.382,-2.442,2.881,2.910,2.786,2.831,
8.348,2.057,1.914,-2.442,2.882,2.911,2.786,2.831,
7.941,2.030,1.956,-2.442,2.882,2.911,2.786,2.830,
8.828,2.042,2.137,-2.443,2.882,2.912,2.786,2.832,
9.250,2.061,2.053,-2.454,2.899,2.928,2.802,2.849,
9.223,2.041,2.028,-2.477,2.924,2.953,2.825,2.873,
8.650,2.031,1.938,-2.485,2.935,2.964,2.836,2.882,
8.505,1.996,1.987,-2.486,2.935,2.965,2.836,2.884,
8.849,2.007,2.088,-2.488,2.938,2.967,2.838,2.886,
8.861,2.012,1.975,-2.502,2.956,2.986,2.855,2.904,
8.648,2.054,2.139,-2.516,2.973,3.004,2.871,2.921,
8.816,1.997,1.894,-2.521,2.979,3.010,2.877,2.927,
8.425,1.985,1.959,-2.525,2.986,3.017,2.883,2.934,
8.591,1.999,1.961,-2.530,2.992,3.022,2.888,2.938,
8.570,1.999,1.980,-2.539,3.004,3.034,2.900,2.950,
8.451,2.017,1.909,-2.542,3.007,3.037,2.902,2.954,
8.552,2.009,1.916,-2.550,3.017,3.048,2.913,2.964,
8.691,1.981,2.087,-2.564,3.035,3.065,2.931,2.982,
8.393,1.978,2.003,-2.579,3.052,3.082,2.947,2.997,
7.658,1.980,2.159,-2.584,3.057,3.087,2.952,3.001,
7.328,1.959,2.077,-2.583,3.057,3.087,2.952,3.001,
7.438,1.966,2.098,-2.583,3.057,3.087,2.952,3.002,
8.260,1.966,1.972,-2.586,3.061,3.091,2.955,3.006,
8.793,1.995,1.860,-2.608,3.088,3.118,2.981,3.033,
8.449,1.999,1.998,-2.625,3.109,3.139,3.000,3.052,
7.993,1.978,2.149,-2.629,3.114,3.144,3.003,3.057,
8.159,1.960,2.051,-2.630,3.116,3.146,3.005,3.059,
8.046,1.953,1.953,-2.639,3.129,3.159,3.017,3.072,
7.974,1.933,2.032,-2.654,3.146,3.176,3.033,3.088,
7.592,1.940,1.841,-2.659,3.150,3.181,3.038,3.093,
7.873,1.935,2.077,-2.661,3.153,3.183,3.040,3.095,
7.889,1.907,1.939,-2.675,3.169,3.199,3.058,3.112,
7.907,1.888,2.149,-2.688,3.185,3.215,3.072,3.125,
7.242,1.902,2.113,-2.689,3.187,3.217,3.074,3.128,
7.434,1.909,2.165,-2.690,3.187,3.217,3.074,3.127,
7.553,1.886,1.890,-2.699,3.199,3.230,3.085,3.139,
7.889,1.866,1.798,-2.722,3.227,3.257,3.111,3.167,
6.998,1.864,1.612,-2.737,3.243,3.273,3.126,3.183,
6.349,1.825,1.888,-2.737,3.243,3.273,3.127,3.182,
6.251,1.855,1.868,-2.737,3.243,3.273,3.127,3.182,
7.081,1.827,1.785,-2.739,3.245,3.275,3.128,3.184,
7.674,1.812,1.943,-2.753,3.266,3.295,3.147,3.202,
7.287,1.810,1.780,-2.773,3.287,3.316,3.167,3.223,
6.836,1.819,1.844,-2.780,3.296,3.326,3.175,3.232,
6.595,1.788,1.787,-2.781,3.296,3.326,3.176,3.231,
6.931,1.753,1.851,-2.784,3.300,3.331,3.180,3.237,
7.040,1.799,1.640,-2.802,3.323,3.353,3.201,3.259,
6.856,1.788,1.988,-2.815,3.338,3.368,3.215,3.274,
6.551,1.790,1.946,-2.817,3.341,3.371,3.218,3.277,
6.714,1.771,1.495,-2.824,3.350,3.380,3.226,3.285,
6.922,1.745,1.657,-2.835,3.363,3.393,3.239,3.298,
6.483,1.755,1.701,-2.840,3.370,3.400,3.246,3.304,
6.226,1.807,1.886,-2.841,3.371,3.400,3.246,3.305,
6.720,1.783,1.308,-2.842,3.373,3.403,3.248,3.308,
7.067,1.767,1.793,-2.858,3.392,3.423,3.266,3.327,
6.803,1.753,1.742,-2.880,3.418,3.449,3.291,3.352,
6.318,1.753,1.603,-2.885,3.425,3.456,3.297,3.359,
5.655,1.782,1.768,-2.886,3.425,3.456,3.297,3.358,
6.042,1.723,1.655,-2.886,3.425,3.457,3.297,3.359,
6.739,1.742,1.766,-2.894,3.436,3.467,3.307,3.371,
6.714,1.701,1.593,-2.914,3.460,3.492,3.330,3.394,
6.435,1.749,1.806,-2.923,3.471,3.503,3.340,3.406,
5.980,1.738,1.633,-2.926,3.474,3.506,3.342,3.406,
5.931,1.718,1.607,-2.927,3.474,3.506,3.342,3.408,
6.512,1.727,1.948,-2.934,3.485,3.518,3.352,3.419,
6.534,1.718,1.731,-2.953,3.509,3.541,3.375,3.443,
6.349,1.741,2.225,-2.964,3.521,3.554,3.386,3.453,
5.864,1.700,1.533,-2.969,3.526,3.559,3.391,3.458,
5.718,1.734,1.763,-2.969,3.526,3.559,3.391,3.458,
6.305,1.687,1.766,-2.972,3.531,3.563,3.395,3.463,
6.125,1.717,1.964,-2.988,3.550,3.582,3.413,3.482,
6.332,1.662,1.558,-2.997,3.562,3.595,3.425,3.493,
6.094,1.705,1.582,-3.001,3.568,3.601,3.429,3.500,
6.362,1.690,1.767,-3.011,3.581,3.613,3.442,3.512,
6.340,1.698,1.652,-3.025,3.596,3.628,3.456,3.527,
5.541,1.699,1.868,-3.027,3.599,3.632,3.460,3.530,
5.860,1.709,1.930,-3.028,3.599,3.632,3.462,3.530,
6.021,1.692,1.850,-3.032,3.606,3.638,3.469,3.537,
6.178,1.692,1.892,-3.050,3.627,3.660,3.491,3.557,
5.988,1.695,1.613,-3.060,3.640,3.673,3.505,3.570,
6.193,1.686,1.543,-3.067,3.648,3.681,3.515,3.577,
5.729,1.683,1.421,-3.073,3.654,3.687,3.522,3.584,
6.189,1.613,1.803,-3.080,3.665,3.697,3.532,3.593,
5.991,1.656,1.504,-3.095,3.682,3.715,3.547,3.611,
5.760,1.662,1.685,-3.101,3.689,3.722,3.556,3.618,
5.777,1.663,1.417,-3.101,3.690,3.723,3.556,3.618,
5.870,1.684,1.775,-3.107,3.696,3.729,3.562,3.624,
5.827,1.637,1.742,-3.122,3.716,3.749,3.580,3.645,
5.718,1.656,1.573,-3.130,3.725,3.759,3.589,3.652,
5.455,1.658,1.661,-3.129,3.726,3.760,3.590,3.655,
6.038,1.617,1.654,-3.138,3.734,3.768,3.598,3.663,
5.807,1.648,1.836,-3.154,3.755,3.788,3.616,3.681,
5.641,1.613,2.012,-3.169,3.773,3.808,3.634,3.702,
4.882,1.634,1.717,-3.171,3.775,3.810,3.635,3.703,
4.413,1.627,1.829,-3.172,3.775,3.810,3.636,3.702,
4.802,1.641,1.886,-3.171,3.775,3.810,3.636,3.703,
5.688,1.619,1.718,-3.175,3.780,3.815,3.640,3.708,
5.869,1.630,1.892,-3.198,3.808,3.843,3.666,3.737,
5.363,1.630,1.799,-3.215,3.828,3.863,3.684,3.755,
5.556,1.586,1.747,-3.218,3.832,3.867,3.687,3.758,
5.306,1.638,1.658,-3.221,3.836,3.871,3.691,3.763,
5.783,1.591,1.546,-3.233,3.852,3.887,3.705,3.777,
5.519,1.584,1.469,-3.245,3.865,3.899,3.717,3.791,
5.081,1.609,1.712,-3.246,3.866,3.900,3.718,3.790,
5.258,1.599,1.510,-3.246,3.866,3.900,3.718,3.792,
5.722,1.574,1.764,-3.255,3.879,3.913,3.730,3.804,
5.537,1.567,1.623,-3.274,3.902,3.936,3.753,3.827,
5.384,1.591,1.488,-3.278,3.908,3.943,3.759,3.832,
5.381,1.576,1.546,-3.282,3.914,3.949,3.765,3.838,
5.455,1.584,1.714,-3.288,3.921,3.955,3.770,3.845,
5.550,1.563,1.598,-3.302,3.936,3.970,3.785,3.859,
5.419,1.557,1.913,-3.313,3.952,3.986,3.800,3.876,
4.799,1.560,1.554,-3.317,3.955,3.989,3.802,3.879,
4.859,1.552,1.671,-3.317,3.956,3.990,3.802,3.878,
5.369,1.555,1.654,-3.322,3.963,3.997,3.809,3.885,
5.484,1.563,1.695,-3.341,3.985,4.019,3.830,3.906,
5.129,1.515,1.356,-3.353,3.999,4.033,3.843,3.920,
4.755,1.550,1.402,-3.358,4.006,4.039,3.849,3.926,
4.891,1.520,1.639,-3.358,4.006,4.039,3.850,3.927,
5.010,1.578,1.711,-3.361,4.010,4.043,3.853,3.930,
5.338,1.529,1.721,-3.378,4.033,4.066,3.874,3.953,
5.191,1.530,1.684,-3.393,4.050,4.083,3.891,3.969,
5.099,1.545,1.633,-3.396,4.056,4.088,3.896,3.974,
4.690,1.515,1.612,-3.398,4.058,4.091,3.898,3.976,
4.974,1.524,1.587,-3.402,4.061,4.094,3.901,3.979,
5.001,1.495,1.574,-3.416,4.078,4.111,3.917,3.995,
5.037,1.521,1.624,-3.427,4.092,4.125,3.930,4.009,
4.864,1.517,1.408,-3.432,4.098,4.131,3.935,4.015,
5.086,1.537,1.552,-3.437,4.106,4.139,3.942,4.023,
5.069,1.509,1.662,-3.451,4.125,4.157,3.959,4.041,
4.609,1.524,1.834,-3.460,4.136,4.168,3.968,4.050,
4.603,1.475,1.520,-3.461,4.136,4.168,3.968,4.050,
4.693,1.496,1.469,-3.462,4.139,4.171,3.971,4.054,
4.986,1.469,1.630,-3.477,4.156,4.188,3.988,4.070,
4.890,1.509,1.483,-3.489,4.171,4.202,4.001,4.083,
4.621,1.501,1.286,-3.491,4.173,4.205,4.003,4.087,
4.801,1.490,1.548,-3.498,4.183,4.214,4.012,4.096,
4.847,1.491,1.490,-3.511,4.198,4.230,4.026,4.110,
4.493,1.488,1.659,-3.517,4.207,4.238,4.034,4.119,
4.220,1.461,1.411,-3.517,4.207,4.238,4.034,4.119,
4.615,1.476,1.619,-3.520,4.211,4.241,4.037,4.123,
4.909,1.496,1.253,-3.534,4.231,4.262,4.056,4.143,
4.757,1.479,1.421,-3.556,4.256,4.286,4.078,4.165,
4.212,1.459,1.558,-3.559,4.260,4.289,4.081,4.169,
3.663,1.481,1.475,-3.559,4.260,4.289,4.081,4.168,
3.943,1.500,1.449,-3.559,4.260,4.289,4.081,4.168,
4.642,1.472,1.126,-3.563,4.265,4.295,4.086,4.174,
5.010,1.462,1.751,-3.581,4.291,4.320,4.110,4.199,
4.793,1.444,1.570,-3.595,4.308,4.338,4.126,4.215,
4.533,1.477,1.778,-3.601,4.314,4.343,4.132,4.219,
4.550,1.463,1.666,-3.603,4.317,4.346,4.137,4.223,
4.722,1.458,1.776,-3.616,4.332,4.360,4.150,4.237,
4.426,1.450,1.653,-3.629,4.347,4.376,4.165,4.252,
3.880,1.448,1.584,-3.631,4.350,4.379,4.167,4.255,
4.289,1.457,1.653,-3.631,4.350,4.379,4.167,4.254,
4.696,1.479,1.459,-3.639,4.362,4.390,4.178,4.266,
4.868,1.477,1.626,-3.654,4.382,4.411,4.198,4.286,
4.278,1.443,1.772,-3.660,4.388,4.417,4.206,4.291,
4.500,1.458,1.548,-3.661,4.391,4.420,4.208,4.294,
4.444,1.451,1.314,-3.670,4.404,4.433,4.219,4.307,
4.604,1.427,1.418,-3.685,4.420,4.449,4.234,4.323,
4.509,1.440,1.541,-3.698,4.436,4.465,4.249,4.338,
3.863,1.466,1.560,-3.700,4.438,4.467,4.250,4.339,
4.014,1.442,1.353,-3.701,4.438,4.467,4.251,4.339,
4.449,1.419,1.407,-3.702,4.441,4.470,4.253,4.343,
4.420,1.409,1.698,-3.719,4.462,4.491,4.273,4.363,
4.437,1.390,1.443,-3.736,4.482,4.510,4.290,4.382,
4.075,1.437,1.652,-3.743,4.490,4.518,4.297,4.390,
3.945,1.423,1.187,-3.743,4.490,4.518,4.297,4.389,
4.088,1.392,1.510,-3.744,4.492,4.520,4.299,4.392,
4.511,1.422,1.546,-3.760,4.511,4.540,4.318,4.409,
4.300,1.454,1.510,-3.775,4.531,4.559,4.336,4.429,
4.290,1.398,1.603,-3.779,4.537,4.565,4.341,4.434,
3.989,1.398,1.648,-3.784,4.542,4.570,4.346,4.440,
4.066,1.436,1.374,-3.789,4.547,4.575,4.350,4.443,
4.271,1.390,1.392,-3.800,4.561,4.589,4.363,4.457,
4.152,1.429,1.564,-3.807,4.569,4.596,4.370,4.466,
4.076,1.401,1.183,-3.816,4.579,4.606,4.379,4.474,
4.396,1.416,1.347,-3.826,4.591,4.619,4.391,4.486,
4.143,1.419,1.270,-3.838,4.608,4.635,4.407,4.503,
3.630,1.364,1.569,-3.844,4.614,4.641,4.416,4.508,
3.670,1.378,1.586,-3.844,4.614,4.641,4.417,4.509,
3.569,1.377,1.516,-3.845,4.614,4.641,4.417,4.509,
4.081,1.367,1.399,-3.852,4.626,4.653,4.427,4.520,
4.232,1.369,1.449,-3.873,4.651,4.679,4.450,4.545,
4.031,1.375,1.515,-3.885,4.665,4.692,4.463,4.556,
3.847,1.378,1.310,-3.888,4.669,4.696,4.467,4.561,
3.854,1.374,1.455,-3.889,4.670,4.698,4.467,4.563,
3.945,1.350,1.174,-3.899,4.683,4.711,4.480,4.575,
4.207,1.351,1.537,-3.914,4.703,4.730,4.498,4.594,
3.895,1.380,1.558,-3.919,4.710,4.738,4.505,4.600,
4.144,1.386,1.242,-3.925,4.718,4.745,4.512,4.609,
3.915,1.339,1.605,-3.933,4.730,4.757,4.523,4.620,
3.785,1.353,1.501,-3.939,4.739,4.766,4.532,4.628,
3.261,1.347,1.455,-3.940,4.740,4.767,4.533,4.629,
3.538,1.317,1.787,-3.941,4.740,4.768,4.533,4.629,
3.957,1.335,1.582,-3.949,4.750,4.778,4.543,4.638,
4.417,1.345,1.414,-3.970,4.774,4.803,4.566,4.663,
3.977,1.365,1.445,-3.985,4.794,4.823,4.584,4.682,
3.513,1.354,1.222,-3.987,4.796,4.825,4.586,4.682,
3.495,1.332,1.423,-3.987,4.796,4.825,4.586,4.683,
3.888,1.336,1.473,-3.993,4.803,4.833,4.593,4.690,
3.960,1.340,1.548,-4.010,4.821,4.851,4.610,4.707,
3.663,1.358,1.599,-4.018,4.831,4.861,4.619,4.716,
3.903,1.357,1.404,-4.021,4.835,4.865,4.622,4.721,
3.780,1.312,1.358,-4.028,4.847,4.877,4.633,4.732,
4.093,1.359,1.599,-4.043,4.863,4.893,4.650,4.750,
3.694,1.343,1.358,-4.055,4.879,4.907,4.666,4.766,
3.203,1.330,1.554,-4.057,4.880,4.909,4.667,4.769,
2.946,1.336,1.470,-4.057,4.880,4.909,4.667,4.769,
3.559,1.303,1.204,-4.057,4.881,4.910,4.667,4.768,
3.879,1.329,1.556,-4.067,4.895,4.924,4.681,4.785,
3.888,1.313,1.314,-4.089,4.922,4.950,4.706,4.814,
3.468,1.329,1.424,-4.097,4.933,4.961,4.715,4.825,
3.533,1.334,1.477,-4.099,4.934,4.962,4.716,4.826,
3.554,1.345,1.288,-4.100,4.936,4.964,4.718,4.829,
3.999,1.295,1.408,-4.113,4.954,4.982,4.735,4.846,
3.639,1.316,1.504,-4.129,4.973,5.001,4.754,4.865,
3.602,1.322,1.365,-4.133,4.978,5.005,4.757,4.870,
3.628,1.297,1.480,-4.137,4.984,5.012,4.763,4.875,
3.910,1.299,1.734,-4.145,4.994,5.022,4.772,4.885,
3.525,1.307,1.527,-4.157,5.006,5.034,4.783,4.895,
3.409,1.305,1.243,-4.157,5.007,5.035,4.784,4.896,
3.711,1.288,1.514,-4.158,5.009,5.036,4.785,4.899,
3.800,1.306,1.362,-4.172,5.025,5.053,4.801,4.915,
3.879,1.297,1.541,-4.192,5.050,5.077,4.825,4.938,
3.519,1.312,1.186,-4.200,5.058,5.085,4.832,4.946,
2.785,1.304,1.315,-4.199,5.059,5.086,4.832,4.947,
3.009,1.277,1.372,-4.201,5.059,5.086,4.832,4.946,
3.553,1.298,1.454,-4.205,5.065,5.092,4.838,4.952,
3.818,1.293,1.494,-4.224,5.091,5.117,4.862,4.978,
3.652,1.314,1.297,-4.237,5.109,5.135,4.879,4.994,
3.255,1.279,1.551,-4.243,5.115,5.140,4.885,5.001,
3.491,1.296,1.483,-4.243,5.115,5.141,4.885,4.999,
3.587,1.313,1.527,-4.249,5.124,5.150,4.893,5.008,
3.785,1.289,1.326,-4.265,5.144,5.170,4.911,5.028,
3.441,1.288,1.388,-4.272,5.155,5.180,4.921,5.038,
3.497,1.248,1.383,-4.278,5.161,5.187,4.927,5.043,
3.476,1.282,1.633,-4.281,5.165,5.190,4.929,5.047,
3.420,1.284,1.377,-4.287,5.173,5.199,4.938,5.056,
3.341,1.270,1.451,-4.298,5.184,5.210,4.948,5.066,
3.504,1.256,1.412,-4.303,5.192,5.218,4.954,5.072,
3.507,1.264,1.362,-4.316,5.207,5.233,4.969,5.087,
3.590,1.260,1.313,-4.327,5.222,5.247,4.982,5.101,
3.311,1.285,1.287,-4.337,5.234,5.259,4.995,5.111,
2.884,1.251,1.460,-4.339,5.235,5.260,4.996,5.114,
2.697,1.282,1.462,-4.340,5.236,5.261,4.996,5.113,
3.121,1.271,1.175,-4.340,5.236,5.261,4.997,5.115,
3.602,1.246,1.411,-4.352,5.252,5.276,5.012,5.130,
3.438,1.238,1.677,-4.372,5.282,5.302,5.036,5.155,
3.044,1.254,1.486,-4.380,5.296,5.313,5.045,5.164,
2.954,1.267,1.203,-4.382,5.298,5.314,5.046,5.165,
3.417,1.215,1.339,-4.383,5.302,5.317,5.049,5.168,
3.548,1.231,1.526,-4.397,5.318,5.334,5.065,5.186,
3.494,1.264,1.497,-4.412,5.336,5.352,5.082,5.202,
3.133,1.253,1.220,-4.416,5.341,5.357,5.087,5.207,
3.316,1.242,1.545,-4.421,5.349,5.365,5.094,5.214,
3.286,1.218,1.271,-4.430,5.361,5.377,5.105,5.226,
2.952,1.236,1.444,-4.436,5.368,5.384,5.111,5.232,
2.703,1.212,1.416,-4.437,5.368,5.384,5.111,5.232,
3.103,1.238,1.231,-4.438,5.370,5.386,5.113,5.234,
3.494,1.224,0.954,-4.453,5.389,5.405,5.131,5.252,
3.334,1.214,1.570,-4.476,5.417,5.432,5.157,5.279,
2.742,1.201,1.276,-4.483,5.423,5.438,5.165,5.284,
2.352,1.215,1.559,-4.482,5.424,5.439,5.165,5.284,
2.481,1.225,0.974,-4.482,5.424,5.439,5.165,5.284,
3.281,1.215,1.200,-4.488,5.431,5.447,5.172,5.291,
3.295,1.214,1.455,-4.509,5.458,5.473,5.197,5.316,
3.230,1.239,1.493,-4.518,5.471,5.485,5.209,5.328,
2.744,1.211,1.143,-4.521,5.475,5.490,5.212,5.332,
2.765,1.234,1.260,-4.522,5.475,5.490,5.212,5.332,
3.341,1.181,1.454,-4.531,5.487,5.502,5.224,5.344,
3.086,1.219,1.403,-4.548,5.509,5.525,5.244,5.363,
2.762,1.201,1.445,-4.554,5.517,5.533,5.251,5.372,
2.926,1.202,1.438,-4.558,5.521,5.537,5.256,5.375,
2.849,1.205,1.351,-4.566,5.533,5.548,5.266,5.387,
2.842,1.188,1.441,-4.577,5.547,5.562,5.280,5.401,
2.605,1.187,1.543,-4.581,5.551,5.566,5.282,5.403,
2.582,1.168,1.309,-4.581,5.551,5.566,5.282,5.404,
3.029,1.182,1.138,-4.588,5.560,5.576,5.291,5.414,
3.267,1.161,1.342,-4.605,5.582,5.597,5.311,5.433,
2.984,1.172,1.257,-4.613,5.591,5.606,5.320,5.442,
2.655,1.148,1.379,-4.617,5.598,5.613,5.327,5.448,
2.596,1.180,1.424,-4.619,5.600,5.615,5.328,5.450,
2.791,1.155,1.467,-4.627,5.610,5.624,5.339,5.458,
3.020,1.143,1.532,-4.645,5.632,5.647,5.358,5.480,
2.732,1.167,1.376,-4.653,5.643,5.657,5.367,5.490,
2.869,1.159,1.399,-4.658,5.649,5.664,5.374,5.495,
2.543,1.192,1.273,-4.665,5.655,5.670,5.379,5.501,
2.779,1.140,1.428,-4.673,5.665,5.679,5.389,5.511,
2.444,1.114,1.364,-4.681,5.677,5.691,5.400,5.523,
2.649,1.153,1.039,-4.687,5.684,5.698,5.406,5.530,
2.496,1.095,1.175,-4.698,5.697,5.712,5.419,5.544,
2.617,1.117,0.921,-4.710,5.711,5.726,5.433,5.557,
2.438,1.127,1.242,-4.720,5.725,5.739,5.445,5.569,
1.958,1.102,1.344,-4.723,5.729,5.743,5.448,5.572,
1.920,1.113,1.396,-4.724,5.729,5.743,5.448,5.572,
1.953,1.114,1.294,-4.724,5.730,5.744,5.449,5.574,
2.270,1.120,1.109,-4.735,5.744,5.758,5.463,5.587,
2.410,1.115,1.221,-4.756,5.770,5.784,5.487,5.612,
2.353,1.144,1.302,-4.768,5.783,5.797,5.502,5.624,
2.007,1.115,1.272,-4.770,5.785,5.799,5.503,5.625,
2.355,1.148,1.208,-4.772,5.789,5.803,5.509,5.630,
2.392,1.082,1.406,-4.784,5.805,5.818,5.523,5.646,
2.324,1.096,1.062,-4.798,5.823,5.836,5.540,5.662,
2.024,1.101,1.231,-4.802,5.828,5.840,5.544,5.666,
2.204,1.095,1.163,-4.807,5.836,5.847,5.551,5.674,
2.151,1.078,1.197,-4.818,5.849,5.863,5.563,5.686,
1.997,1.092,1.129,-4.826,5.860,5.877,5.573,5.697,
1.685,1.074,1.135,-4.827,5.860,5.879,5.573,5.697,
1.935,1.069,1.325,-4.828,5.863,5.882,5.576,5.699,
2.103,1.116,1.456,-4.841,5.880,5.900,5.593,5.716,
2.176,1.058,1.173,-4.863,5.908,5.928,5.620,5.744,
1.653,1.067,1.316,-4.870,5.918,5.938,5.629,5.751,
1.217,1.082,0.974,-4.871,5.918,5.938,5.629,5.752,
1.484,1.051,1.315,-4.870,5.918,5.938,5.629,5.750,
2.018,1.054,1.169,-4.873,5.923,5.943,5.634,5.757,
2.044,1.054,1.119,-4.894,5.949,5.969,5.659,5.782,
1.881,1.027,1.046,-4.907,5.964,5.984,5.673,5.795,
1.585,1.043,1.305,-4.910,5.970,5.990,5.679,5.801,
1.730,1.044,1.122,-4.911,5.970,5.990,5.679,5.801,
2.069,1.049,1.023,-4.917,5.980,6.000,5.688,5.811,
1.995,1.001,0.963,-4.936,6.001,6.022,5.708,5.832,
1.912,1.044,1.233,-4.946,6.012,6.033,5.717,5.842,
1.914,1.044,1.231,-4.949,6.017,6.038,5.722,5.847,
1.697,1.034,1.034,-4.957,6.028,6.048,5.732,5.858,
1.481,1.015,1.113,-4.966,6.041,6.061,5.744,5.871,
1.351,0.997,1.090,-4.969,6.044,6.065,5.746,5.874,
1.333,1.002,1.246,-4.969,6.044,6.065,5.746,5.873,
1.721,1.028,1.057,-4.973,6.050,6.071,5.752,5.880,
1.736,1.012,1.507,-4.993,6.073,6.094,5.775,5.902,
1.870,1.022,1.158,-5.012,6.097,6.118,5.796,5.924,
1.245,0.983,1.158,-5.016,6.102,6.123,5.806,5.928,
0.956,0.990,1.132,-5.017,6.102,6.123,5.807,5.927,
1.271,0.975,1.013,-5.018,6.105,6.126,5.809,5.931,
1.691,0.983,1.475,-5.030,6.121,6.142,5.823,5.946,
1.636,1.012,1.199,-5.044,6.139,6.159,5.839,5.963,
1.107,1.006,1.214,-5.051,6.148,6.168,5.848,5.972,
1.494,0.952,1.165,-5.053,6.150,6.170,5.849,5.973,
1.319,0.984,1.071,-5.055,6.153,6.173,5.852,5.976,
1.538,0.994,0.964,-5.069,6.171,6.191,5.870,5.994,
1.404,0.967,0.989,-5.086,6.192,6.211,5.888,6.012,
1.428,0.967,1.279,-5.091,6.200,6.219,5.896,6.021,
0.817,0.992,1.184,-5.093,6.203,6.222,5.898,6.023,
1.245,0.985,0.931,-5.093,6.203,6.222,5.898,6.022,
1.328,0.940,1.096,-5.102,6.214,6.234,5.910,6.034,
1.271,0.978,1.134,-5.117,6.232,6.252,5.926,6.052,
1.089,0.965,1.299,-5.125,6.242,6.262,5.935,6.061,
1.241,0.944,1.009,-5.130,6.250,6.270,5.942,6.068,
1.218,0.936,1.248,-5.142,6.265,6.285,5.956,6.082,
1.104,0.944,1.000,-5.151,6.277,6.296,5.966,6.093,
0.831,0.958,0.936,-5.152,6.278,6.297,5.967,6.093,
0.788,0.968,1.078,-5.153,6.279,6.298,5.967,6.094,
1.140,0.949,1.031,-5.162,6.290,6.310,5.980,6.106,
